TOKENID	WORDFORM	LEMMACANDIDATES	GOLDLEMMA	TEXTBEFORE	WORD	TEXTAFTER
96467963	mitführen	mitfahren|mitführen	mitführen	Artikel 2 Absatz 2 der Verordnung der Kommission sieht für Schiffe mit einer Länge über alles von weniger als 12 m , die Schleppnetze mit einer Maschenöffnung unter 100 mm	mitführen	eine Ausnahmeregelung vor , indem die Fänge an Seehecht höchstens 20 % des Gewichts der an Bord befindlichen Gesamtfänge ausmachen dürfen , vorausgesetzt die Schiffe , nicht der Fang , kehren innerhalb von 24 Stunden nach ihrem letzten Auslaufen in den Hafen zurück .
13450793	Morden	Mord|Morden	Mord	Wir können und dürfen nicht passive Zuschauer von	Morden	und Massakern bleiben , die täglich in einem Land begangen werden , mit dem wir durch tiefe geschichtliche , kulturelle und freundschaftliche Beziehungen verbunden sind .
143640337	Morden	Mord|Morden	Morden	Ohne Franzosen gäbe es nicht die geringste Hoffnung , dass in der Elfenbeinküste das	Morden	, Rauben und Plündern gestoppt wird .
155906890	Morden	Mord|Morden	Mord	Die gegen die Teilnehmer der Demonstrationen , die den	Morden	vorausgingen , geführten Prozesse wurden vom OSZE -Büro für Demokratische Institutionen und Menschenrechte als offenkundig ungerecht verurteilt .
168748177	Morden	Mord|Morden	Mord	Es reicht von subversiven Bewegungen mit dem Ziel , die Souveränität und innere Ordnung von Staaten zu untergraben , was nicht selten zu Bürgerkriegen führt , bis hin zu Anschlägen ,	Morden	und Pogromen .
186742693	Morden	Mord|Morden	Morden	Im Schatten der Nuklearkrise geht das	Morden	des Mullah-Regimes unvermindert weiter .
34090860	Morden	Mord|Morden	Morden	Je länger das	Morden	und das Brandschatzen und die ethnische Vertreibung bei den Albanern weitergeht , desto stärker wird die Unterstützung der UCK , desto mehr nimmt die Unterstützung von Rugova ab .
60805091	Morden	Mord|Morden	Morden	Die Drangsalierungen , und in einigen Fällen das	Morden	, denen Serben ausgesetzt waren , sind daher höchst verwerflich und müssen beendet werden .
62803017	Morden	Mord|Morden	Mord	Wir wissen von Mädchenhandel , von	Morden	, Mißhandlungen usw. Auch wenn wir vielleicht von diesem Forum aus nicht viel tun können , sind wir doch verpflichtet , Druck auf die UNO und auf unsere Mitgliedstaaten auszuüben .
90984348	Morden	Mord|Morden	Morden	Die Gewalt dauert an , das	Morden	auf beiden Seiten , dem auch Kinder zum Opfer fallen , geht ebenfalls ungehindert weiter , Eigentum wird zerstört , insbesondere Ackerland sowie Unterkünfte in Flüchtlingslagern , und die Siedlungen im Westjordanland und in Gaza werden weiter ausgebaut .
96170890	Morden	Mord|Morden	Mord	Heute erleben wir nun , dass es ganz in unser aller Nähe und unter unseren Augen im Namen von Kulturen , Sprachen , Regionalismen und Religionen zu	Morden	und Gewalttaten kommt , die Europa nicht hinnehmen darf .
143289547	Obersten	Oberst|Oberste	Oberste	Dem Stellvertretenden	Obersten	Alliierten Befehlshaber für Europa unterstellt ist eine EU -Kommandoeinheit mit Sitz in Neapel , dem Standort der regionalen Kommandozentrale der NATO .
155197745	Obersten	Oberst|Oberste	Oberste	Wenn sich die	Obersten	zudem an ihre eigenen Unterschriften halten würden , könnte man vielleicht einen neuen europäischen Energievertrag vereinbaren .
168100777	Obersten	Oberst|Oberste	Oberste	das tat auch Herr Dr. Tannock , der auch auf die Entlassung des	Obersten	Richters Chaudhry und das , was darauf folgte , einging .
120562330	Rabatte	Rabatt|Rabatte	Rabatt	So wichtig die Türkei für uns ist , darf es doch keine politischen	Rabatte	etwa wegen der Zypernfrage oder wegen der geostrategischen Rolle der Türkei geben !
222921008	Rabatte	Rabatt|Rabatte	Rabatt	Es darf keine politischen	Rabatte	bei der Einhaltung dieser Standards geben .
237434864	Rabatte	Rabatt|Rabatte	Rabatt	Meines Erachtens sollte entweder die Regierung des Vereinigten Königreichs gar keinen Anspruch auf	Rabatte	haben , oder andere Staaten , die sich in einer ähnlichen Lage befinden wie Großbritannien 1984 , sollten gleich behandelt werden .
237458320	Rabatte	Rabatt|Rabatte	Rabatt	Die verschiedenen	Rabatte	, die dem Vereinigten Königreich , Schweden , Österreich , den Niederlanden und Deutschland gewährt werden , sollten völlig abgeschafft werden .
238234954	Rabatte	Rabatt|Rabatte	Rabatt	Ich unterstütze viele der in dem Bericht und in den Änderungsanträgen der Grünen vorgeschlagenen Maßnahmen , insbesondere um den Green New Deal , das Ende nationaler	Rabatte	und Eigenmittel für die EU herum , und ich weiß , dass ein Teil der über der Inflation liegenden Erhöhung nötig ist , um den Verpflichtungen durch den Vertrag von Lissabon gerecht zu werden .
42172262	Rabatte	Rabatt|Rabatte	Rabatt	Gewähren Sie ihnen höhere	Rabatte	als den Großen .
43224291	Rabatte	Rabatt|Rabatte	Rabatt	Auf der anderen Seite wissen wir , daß es natürlich auch	Rabatte	gibt , und Rabatte kann es geben für bestimmte Berufsgruppen , Bildungsschichten , Firmen , Behörden usw. Aber ich glaube , hier wäre eine klare Stellungnahme der Kommission durchaus sinnvoll .
59642323	Rabatte	Rabatt|Rabatte	Rabatt	Allerdings glauben wir nicht , daß dies der Zeitpunkt oder der Ort ist , Verfallsdaten für den britischen Scheck und die bestimmten Ländern bei der Finanzierung dieses Schecks gewährten	Rabatte	festzulegen , um so mehr als diese Vorschläge für einen Beschluß in den verschiedenen nationalen Parlamenten noch nicht angenommen worden sind .
59653951	Rabatte	Rabatt|Rabatte	Rabatt	Wenn man da noch	Rabatte	, Beitragskorrekturen und anderes einführt , könnte man nur sagen , jedes Unternehmen würde Bankrott gehen , wenn es sich so verhalten würde .
59672051	Rabatte	Rabatt|Rabatte	Rabatt	Gerade angesichts der bevorstehenden Erweiterung sind die derzeitig praktizierten Ausnahmeregelungen und	Rabatte	nicht mehr gerechtfertigt und müssen also unbedingt abgeschafft werden .
100578335	Radikalen	Radikal|Radikale	Radikale	Die italienischen	Radikalen	unterstützen den Bericht Caudron vorbehaltlos ;
142149230	Radikalen	Radikal|Radikale	Radikale	Begrenzen kann man die	Radikalen	vor allem auch dadurch , dass man mit den Moderaten zusammenarbeitet .
16050881	Radikalen	Radikal|Radikale	Radikale	Also haben wir , die Fraktion der	Radikalen	, einen kleinen Änderungsantrag eingereicht , damit dieses Land sechs Monate lang unter internationale Aufsicht gestellt wird , falls sich die Lage nicht wesentlich ändert und keine Privatisierungen , keine politischen Reformen durchgeführt werden .
177218297	Radikalen	Radikal|Radikale	Radikale	Und diesen	Radikalen	auf beiden Seiten müssen wir sagen :
26851291	Radikalen	Radikal|Radikale	Radikale	Die	Radikalen	glauben , daß einige dieser Werte von allgemeiner Tragweite sind , und unterstützen deshalb vorbehaltlos den Bericht von Herrn Rocard .
32463820	Radikalen	Radikal|Radikale	Radikale	Die	Radikalen	ihrerseits sind der Ansicht , daß derartige Barbareien sofort mit Sanktionen belegt werden müßten , und zwar zunächst mittels des Abbruchs aller internationalen Beziehungen .
58398827	Radikalen	Radikal|Radikale	Radikale	Die Verzögerung bei der Ernennung eines Berichterstatters kam dadurch zustande , daß der Vertreter der	Radikalen	bei der Sitzung der Koordinatoren zur Bestellung eines Berichterstatters um eine Verschiebung bat .
64343514	Radikalen	Radikal|Radikale	Radikale	Frau Präsidentin , ich werde im Namen der italienischen	Radikalen	sprechen .
82818502	Radikalen	Radikal|Radikale	Radikale	Ich habe im Ausschuss gegen den Bericht Theato gestimmt , und auch die Abgeordneten der italienischen	Radikalen	werden in der morgigen Abstimmung ihre Ablehnung gegen den Manichäismus und die Selbstherrlichkeit bekunden , die für diesen Bericht und ganz allgemein für die Tätigkeit des Ausschusses für Haushaltskontrolle oder zumindest einiger seiner Mitglieder typisch sind .
85639840	Radikale	Radikal|Radikale	Radikale	Wir als	Radikale	werden uns nach Kräften bemühen , das zu erreichen , als weise Überlegung und Eroberung der Freiheit .
171698099	rasten	rasen|rasten	rasen	„ Nach dem Abendmahl zum Fastenbrechen im Ramadan am 29. September	rasten	mehr als 30 Fahrzeuge , beladen mit mehreren hundert sudanesischen Kämpfern , durch die Umzäunung des Stützpunktes einer Friedenstruppe der Afrikanischen Union am Rande von Haskanita , einer kleinen Stadt in der umkämpften Provinz Süd-Darfur im Westsudan , in der seit Ausbruch des Konflikts im Jahr 2003 zwischen 200 000 bis 300 000 Menschen getötet wurden .
182535792	raste	rasen|rasten	rasen	Nun sind fast drei Wochen vergangen , seitdem der Zyklon über das Land	raste	, und die Regierung lässt noch immer kaum Hilfe von außen zu .
103006475	Rechte	Recht|Rechte	Recht	Und schließlich haben die Kommissionsdienste einen Leitfaden verfasst , der die Bürger über ihre	Rechte	im Zusammenhang mit der Verordnung informiert .
123280385	Rechte	Recht|Rechte	Recht	In unserer Verfassung muss präzise definiert werden , dass die Dienstleistungen von allgemeinem Interesse soziale	Rechte	unserer Bürger sind und nicht den Regeln des Marktes und des Wettbewerbs unterworfen werden dürfen .
139591649	Rechte	Recht|Rechte	Recht	Man kann wohl formal	Rechte	einräumen , aber in den Dörfern werden sie wahrscheinlich nicht zur Geltung kommen .
176768935	Rechte	Recht|Rechte	Recht	Ohne die Gewährleistung dieser	Rechte	wird sich der Europagedanke selbst , wird sich ein vor allem auf den Grundrechten der Unionsbürger beruhender Integrationsprozess als Fehlschlag erweisen .
204317506	Rechte	Recht|Rechte	Recht	Die Unterstützung und die Solidarität der Europäischen Union , die ich nun im Namen derjenigen verlange , die mehr	Rechte	fordern und durch das Regime unterdrückt werden , darf nicht fälschlicherweise als Einmischung des Westens verstanden werden .
208648176	Rechte	Recht|Rechte	Recht	Ich unterstütze insbesondere den Absatz , der betont , dass „ sexuelle und reproduktive Gesundheit und	Rechte	ein fester Bestandteil der Frauenrechte-Agenda sind “ .
218379310	Rechte	Recht|Rechte	Recht	Die Konföderale Fraktion der Vereinigten Europäischen Linken/Nordische Grüne Linke und ich unterstützen die Vorschläge von Frau Estrela und Frau Thomson , worüber wir im Ausschuss für die	Rechte	der Frau und die Gleichstellung der Geschlechter abstimmten , wo wir die Möglichkeiten verbesserten .
231320383	Rechte	Recht|Rechte	Recht	Der ursprüngliche Kommissionsvorschlag für eine Richtlinie über	Rechte	der Verbraucher war ein unwillkommener , unnötiger Versuch , aus keinem anderen ersichtlichen Grund außer der Befriedigung derer , die glauben , dass kulturelle und rechtliche Unterschiede den Grundsätzen der EU entgegenwirken , eine maximale Harmonisierung zu erzwingen .
235863328	Rechte	Recht|Rechte	Recht	Dieses Übereinkommen zielt darauf ab , dass Hausarbeit rechtlich als Beschäftigung anerkannt wird , die Rechte auf alle Hausangestellten ausgeweitet werden und dass Verletzungen und Missbrauch dieser	Rechte	verhindert werden .
47294046	Rechte	Recht|Rechte	Recht	In Punkt 14 schlägt der Berichterstatter jedoch vor , daß man seine nationalen	Rechte	überall in die Union hin mitnehmen kann .
108044571	rechten	recht|rechts	recht	Der Vorschlag der Kommission ist vor dem Hintergrund der Anschläge vom 11. September gerade im	rechten	Augenblick gekommen .
118961267	rechten	recht|rechts	recht	Wichtig ist , dass sowohl die Grünen als auch die Sozialdemokraten , die in den Niederlanden der Opposition angehören , den Niederlanden auf jeden Fall helfen , den	rechten	Weg zu gehen .
137702186	rechten	recht|rechts	recht	Zunächst möchte ich der Berichterstatterin zu ihrem Bericht , der genau zur	rechten	Zeit kommt , gratulieren .
145364203	rechten	recht|rechts	rechts	Ich wollte mich nur bei allen Kolleginnen und Kollegen , insbesondere auch auf der	rechten	Seite , die unseren Anträgen die Zustimmung gegeben haben , herzlich bedanken .
184862012	rechten	recht|rechts	recht	Nach meinem Dafürhalten verdient der im Bericht von Richard Corbett enthaltene Antrag Aufmerksamkeit , und meines Erachtens kommt er zur	rechten	Zeit , denn mit seiner Billigung gerät keine der gegenwärtig im EU -Parlament vertretenen Fraktionen in Gefahr .
194958457	rechten	recht|rechts	recht	Wir befinden uns auf dem	rechten	Weg , obwohl , wie bereits gesagt wurde , nie genug getan werden kann .
207865393	rechten	recht|rechts	rechts	Meine Rede sollte eigentlich mit EU 2020 beginnen , aber jetzt fange ich doch mit Griechenland an , auch wegen der Einmischung von der	rechten	Seite des Hauses .
26493052	rechten	recht|rechts	recht	Eingangs möchte ich meinem Kollegen Herrn Pronk zu seinem wunderbaren Bericht gratulieren , der für uns genau zur	rechten	Zeit kommt .
73263308	rechte	recht|rechts	rechts	Herr Wurtz , Sie wissen sehr wohl , und das sage ich mit einem Lächeln , daß	rechte	oder linke Politiker nicht nur in Brüssel mit Unternehmenschefs zusammentreffen .
96302936	rechten	recht|rechts	recht	Angesichts der aktuellen Sorge über die Gesundheitsrisiken auf Langstreckenflügen , wie zum Beispiel Venenthrombosen , kommt dieser Bericht zur	rechten	Zeit .
173465773	Reden	Rede|Reden	Reden	Wie laut manche auch lärmen mögen , um andere am	Reden	zu hindern , heute ist ein denkwürdiger Tag in der Geschichte Europas .
211489423	Reden	Rede|Reden	Rede	Heute Morgen habe ich so viele	Reden	gehört , die die Tugenden des Euro verherrlichen .
21478674	Reden	Rede|Reden	Rede	Ein Dialog beinhaltet zwei Personen , zwei Sprachen , zwei	Reden	.
227369804	Reden	Rede|Reden	Rede	Es scheint , dass wir diese kleinen Wettkämpfe bei jeder meiner	Reden	haben .
237531574	Reden	Rede|Reden	Rede	Die aktuellen wirtschaftlichen und sozialen Herausforderungen , denen wir uns gegenüber sehen , müssen sich nicht nur in beeindruckenden	Reden	, sondern vor allem in konkreten Kapiteln des Haushalts widerspiegeln .
61210918	Reden	Rede|Reden	Rede	Sie haben in Ihren	Reden	auf die Notwendigkeit hingewiesen , einem offeneren , demokratischeren und transparenteren europäischen Integrationsprojekt Impulse zu verleihen .
65687357	Reden	Rede|Reden	Rede	Die Vorfälle in El Ejido waren schockierend , wie mehrere Abgeordnete in ihren	Reden	sagten .
74013900	Reden	Rede|Reden	Rede	Herr Präsident , Herr Minister , eine Präsidentschaft folgt auf die andere , doch wenn man Herrn Chirac zuhört , stellt man fest , daß es sich in der Frage der Ausgrenzung immer wieder um die gleichen	Reden	und die gleichen frommen Wünsche handelt , denn es kann nicht übersehen werden , daß das Schicksal der 50 Millionen Armen und der 15 Millionen Arbeitslosen in Europa unverändert davon bleibt , welches Land die Präsidentschaft ausübt .
77956287	Reden	Rede|Reden	Rede	Wir müssen anfangen - das sagt ja jeder von uns in seinen	Reden	, ob hier im Haus oder auch zu Hause - , das Vertrauen , das wir verloren haben , in der Bevölkerung zurückzugewinnen , und zwar ernsthaft zurückzugewinnen .
97474781	Reden	Rede|Reden	Rede	Wir erlebten auch die außerordentliche Situation , auf der Sitzung im Mitentscheidungsverfahren vier Beamte zu hören , obwohl die	Reden	eigentlich von Ministern gehalten werden müssten .
114932832	Reiche	Reich|Reiche	Reiche	Der	Reiche	hat genügend Möglichkeiten , sich irgendeine Handlungsalternative zu suchen .
138489804	Reiche	Reich|Reiche	Reiche	Es bedarf doch eines bestimmten Optimismus , um nicht in diese zum Teil schon stereotype Kritik zu verfallen , dass es nur ein Europa für Schnelle , Große ,	Reiche	, Gesunde und Starke gibt , sondern daran zu glauben , dass dieses Europa auch für die sozial Schwachen , für die Langsamen , die den Rhythmus nicht halten können - jetzt meine ich nicht das Kerneuropa , sondern ich meine die einzelnen Menschen , die langsamer sind und nicht so schnell mitkommen - , für die Kranken , für die Kleinen da ist .
144486592	Reiche	Reich|Reiche	Reiche	Sie werden jedoch nicht mit der Unterstützung der europäischen Bürger rechnen können , wenn Sie für das stimmen , was die Rechte mit dem morgigen Votum über meinen Bericht anstrebt , nämlich weniger Steuern für	Reiche	und mehr Arbeit für die Arbeitnehmer .
